name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,2216,1126676545,,yes,,,,"POLYGON ((55.2832536 25.1894275, 55.28329 25.1894242, 55.283295 25.1894691, 55.2832777 25.1894707, 55.2832797 25.1894885, 55.2832606 25.1894902, 55.2832536 25.1894275))",POINT (55.283273417477055 25.18945383873667),,1
,2217,1126676547,,yes,,,,"POLYGON ((55.2824934 25.1883114, 55.2826393 25.1882718, 55.2825399 25.1879715, 55.282394 25.1880111, 55.2824934 25.1883114))",POINT (55.28251665 25.18814145),,1
,2218,1126676548,,yes,,,,"POLYGON ((55.2830225 25.1895405, 55.2826794 25.1890866, 55.2824871 25.1892056, 55.2825599 25.1893019, 55.2822188 25.189513, 55.2824891 25.1898707, 55.2830225 25.1895405))",POINT (55.2826205540383 25.189497359391815),,1
,2219,1126676551,,yes,,,,"POLYGON ((55.2821587 25.1887575, 55.2823899 25.1886147, 55.2827062 25.1890342, 55.2824751 25.1891769, 55.2821587 25.1887575))",POINT (55.282432462549 25.188895806162506),,1
Cavo Dubai,2220,1126676553,,yes,restaurant,,,"POLYGON ((55.281753 25.1878633, 55.2819621 25.1881216, 55.2819981 25.1880977, 55.2820582 25.188172, 55.2815088 25.1885362, 55.2814806 25.1885549, 55.281451 25.1885183, 55.2812114 25.1882223, 55.281753 25.1878633))",POINT (55.28162255818549 25.188208176983636),,1
,2221,1126911639,,yes,,,,"POLYGON ((55.2805021 25.1782503, 55.2804691 25.1783033, 55.2805106 25.1783246, 55.2805437 25.1782715, 55.2805021 25.1782503))",POINT (55.280506384376395 25.17828742578415),,1
,2222,1126911641,,yes,,,,"POLYGON ((55.2805947 25.1782709, 55.2806336 25.1782163, 55.2806103 25.1782027, 55.2805714 25.1782573, 55.2805947 25.1782709))",POINT (55.280602500000015 25.178236799999997),,1
,2223,1126911642,,yes,,,,"POLYGON ((55.2805457 25.1783383, 55.280588 25.1782813, 55.2805662 25.178268, 55.2805239 25.1783251, 55.2805457 25.1783383))",POINT (55.28055595606952 25.178303162519317),,1
,2224,1126911644,,yes,,,,"POLYGON ((55.280657 25.1783911, 55.2807033 25.1784196, 55.2807169 25.1784015, 55.2806707 25.178373, 55.280657 25.1783911))",POINT (55.28068696436244 25.178396296706225),,1
,2225,1126911646,,yes,,,,"POLYGON ((55.2807439 25.1784869, 55.2807811 25.1785061, 55.2808186 25.1784466, 55.2807815 25.1784274, 55.2807439 25.1784869))",POINT (55.280781266620835 25.178466759016246),,1
,2226,1126911648,,yes,,,,"POLYGON ((55.2803628 25.1783416, 55.2804915 25.1784108, 55.2805296 25.1783528, 55.2804009 25.1782836, 55.2803628 25.1783416))",POINT (55.28044620000001 25.178347200000005),,1
,2227,1126911651,,yes,,,,"POLYGON ((55.2836343 25.1763381, 55.2836527 25.1763279, 55.2836044 25.1762569, 55.283586 25.1762671, 55.2836343 25.1763381))",POINT (55.28361935 25.176297499999993),,1
,2228,1127453261,,yes,,,,"POLYGON ((55.2828085 25.1810863, 55.2828508 25.1811021, 55.2828642 25.1810727, 55.2828219 25.1810569, 55.2828085 25.1810863))",POINT (55.28283635 25.181079500000003),,1
,2229,1127488207,,yes,,,,"POLYGON ((55.2810299 25.1868896, 55.2810514 25.186873, 55.2810092 25.1868281, 55.2809876 25.1868447, 55.2810299 25.1868896))",POINT (55.28101951374162 25.186858841309636),,1
,2230,1127488209,,yes,,,,"POLYGON ((55.2817745 25.187308, 55.2818258 25.1872786, 55.2818069 25.1872516, 55.2817556 25.187281, 55.2817745 25.187308))",POINT (55.28179069999999 25.187279800000002),,1
,2231,1127488210,,yes,,,,"POLYGON ((55.2817283 25.1872072, 55.2817764 25.1871766, 55.2817622 25.1871584, 55.2817142 25.187189, 55.2817283 25.1872072))",POINT (55.281745286012494 25.187182796143283),,1
,2232,1127488211,,yes,,,,"POLYGON ((55.2817473 25.1872316, 55.2817954 25.187201, 55.2817764 25.1871766, 55.2817283 25.1872072, 55.2817473 25.1872316))",POINT (55.28176185 25.187204100000002),,1
,2233,1127488212,,yes,,,,"POLYGON ((55.281749 25.1872698, 55.2818489 25.1872061, 55.2818285 25.1871798, 55.2817954 25.187201, 55.2817473 25.1872316, 55.2817286 25.1872435, 55.281749 25.1872698))",POINT (55.28178875481214 25.187224820045145),,1
,2234,1127488214,,yes,,,,"POLYGON ((55.2822285 25.1872252, 55.2822617 25.1872042, 55.2822361 25.1871711, 55.2822029 25.187192, 55.2822285 25.1872252))",POINT (55.282232297724974 25.187198132861297),,1
,2235,1127488216,,yes,,,,"POLYGON ((55.2824055 25.1874227, 55.2824454 25.1874008, 55.2824022 25.1873362, 55.2823623 25.1873581, 55.2824055 25.1874227))",POINT (55.28240385 25.187379449999998),,1
,2236,1127488218,,yes,,,,"POLYGON ((55.2820315 25.1877238, 55.2820725 25.1877011, 55.2820466 25.1876628, 55.2820675 25.1876513, 55.2820529 25.1876296, 55.2822348 25.1875291, 55.2822096 25.1874918, 55.2819658 25.1876265, 55.2820315 25.1877238))",POINT (55.28208435038943 25.187601818728254),,1
,2237,1127488221,,yes,,,,"POLYGON ((55.2820548 25.1877749, 55.2821665 25.1877164, 55.2821464 25.1876851, 55.2820348 25.1877437, 55.2820548 25.1877749))",POINT (55.2821006593617 25.187730007816448),,1
,2238,1127488222,,yes,,,,"POLYGON ((55.2821098 25.1876957, 55.282317 25.1875905, 55.2822789 25.1875291, 55.2820717 25.1876343, 55.2820878 25.1876602, 55.2821098 25.1876957))",POINT (55.28219435547006 25.187612397332526),,1
,2239,1127488224,,yes,,,,"POLYGON ((55.2825896 25.1880753, 55.2826409 25.1880604, 55.2825922 25.1879228, 55.2825409 25.1879377, 55.2825896 25.1880753))",POINT (55.28259089999999 25.187999049999995),,1
,2240,1127488225,,yes,,,,"POLYGON ((55.2860483 25.1879445, 55.2863376 25.1878614, 55.2863157 25.1877991, 55.2860264 25.1878822, 55.2860483 25.1879445))",POINT (55.28618199999999 25.1878718),,1
,2241,1127488227,,yes,,,,"POLYGON ((55.2874162 25.1871815, 55.2874705 25.1871845, 55.2874768 25.1870928, 55.2874225 25.1870898, 55.2874162 25.1871815))",POINT (55.2874465 25.187137149999995),,1
,2242,1127488229,,yes,,,,"POLYGON ((55.2861173 25.187068, 55.286342 25.1870152, 55.2863174 25.1869297, 55.2860928 25.1869824, 55.2861173 25.187068))",POINT (55.2862173604105 25.18699883250989),,1
,2243,1127488231,,yes,,,,"POLYGON ((55.2869911 25.1867191, 55.2870353 25.1866857, 55.2870054 25.1866532, 55.2869611 25.1866866, 55.2869911 25.1867191))",POINT (55.28699821662269 25.18668615020269),,1
,2244,1127652051,,yes,,,,"POLYGON ((55.2819479 25.1880468, 55.2819794 25.1880249, 55.2819405 25.1879791, 55.281909 25.1880009, 55.2819479 25.1880468))",POINT (55.281944201892266 25.188012933978428),,1
,2245,1127652053,,yes,,,,"POLYGON ((55.2833969 25.1899849, 55.2834465 25.1899551, 55.2834321 25.1899354, 55.2833824 25.1899651, 55.2833969 25.1899849))",POINT (55.283414451256256 25.189960138337554),,1
,2246,1127652055,,yes,,,,"POLYGON ((55.2834821 25.1900492, 55.2835337 25.19002, 55.283489 25.1899551, 55.2834373 25.1899842, 55.2834753 25.1900393, 55.2834821 25.1900492))",POINT (55.2834855192822 25.190002123259493),,1
,2247,1127652056,,yes,,,,"POLYGON ((55.2836933 25.1901578, 55.2837355 25.1901554, 55.2837326 25.1901134, 55.2836904 25.1901159, 55.2836933 25.1901578))",POINT (55.28371295831006 25.190135623944872),,1
,2248,1127662113,,yes,,,,"POLYGON ((55.2674056 25.1964199, 55.2674337 25.1964588, 55.2675279 25.1964028, 55.2674998 25.196364, 55.2674056 25.1964199))",POINT (55.26746673712372 25.196411385133693),,1
,2249,1127662115,,yes,,,,"POLYGON ((55.2667095 25.1967908, 55.2667548 25.1968437, 55.2668463 25.1967795, 55.266801 25.1967266, 55.2667095 25.1967908))",POINT (55.26677790000001 25.196785150000004),,1
,2250,1127664504,,yes,,,,"POLYGON ((55.267618 25.192969, 55.2677406 25.1931339, 55.2678258 25.193082, 55.2677032 25.1929171, 55.267618 25.192969))",POINT (55.267721900000005 25.193025499999997),,1
,2251,1127699389,,yes,,,,"POLYGON ((55.2690123 25.2043236, 55.269058 25.2043907, 55.2693747 25.2042141, 55.269329 25.2041471, 55.2692596 25.2041858, 55.2690123 25.2043236))",POINT (55.26919347123272 25.20426889791439),,1
,2252,1127702777,,yes,,,,"POLYGON ((55.2767061 25.1840713, 55.2767181 25.1840988, 55.2768203 25.1840621, 55.2768083 25.1840347, 55.2767061 25.1840713))",POINT (55.27676317354844 25.18406673546428),,1
,2253,1127702779,,yes,,,,"POLYGON ((55.2765334 25.1838789, 55.2764861 25.1837985, 55.2764254 25.1838277, 55.2763749 25.1837417, 55.2764468 25.1837071, 55.276426 25.1836715, 55.2763229 25.1837212, 55.2764416 25.1839231, 55.2765334 25.1838789))",POINT (55.276427319411695 25.183808266937724),,1
,2254,1127704106,,yes,,,,"POLYGON ((55.2748212 25.1880589, 55.2748427 25.188088, 55.2748811 25.1880649, 55.2748596 25.1880358, 55.2748212 25.1880589))",POINT (55.274851149999996 25.188061900000005),,1
,2255,1127704107,,yes,,,,"POLYGON ((55.2745382 25.1877045, 55.2746724 25.1878829, 55.2748655 25.1877543, 55.274734 25.1875771, 55.2745382 25.1877045))",POINT (55.27470227429254 25.18772972761921),,1
,2256,1127706274,,yes,,,,"POLYGON ((55.2818992 25.1816292, 55.2818724 25.1816604, 55.2818985 25.1816788, 55.2819254 25.1816475, 55.2818992 25.1816292))",POINT (55.28189888315477 25.1816539793202),,1
,2257,1127708713,,yes,,,,"POLYGON ((55.2694495 25.2050206, 55.2696304 25.2049274, 55.2694517 25.2046434, 55.2692708 25.2047366, 55.2694495 25.2050206))",POINT (55.2694506 25.204831999999993),,1
,2258,1127835438,,yes,,,,"POLYGON ((55.2767315 25.1918963, 55.2767358 25.1919076, 55.2767357 25.1919196, 55.2767314 25.1919309, 55.2767233 25.1919403, 55.2767122 25.1919468, 55.2766994 25.1919497, 55.2766862 25.1919487, 55.2766741 25.1919438, 55.2766644 25.1919356, 55.2766583 25.1919252, 55.2766562 25.1919134, 55.2766584 25.1919017, 55.2766646 25.1918913, 55.2766742 25.1918833, 55.2766862 25.1918785, 55.2766994 25.1918774, 55.2767122 25.1918803, 55.2767233 25.1918869, 55.2767315 25.1918963))",POINT (55.27669623342982 25.19191356824898),,1
,2259,1128383029,,yes,,,,"POLYGON ((55.2774193 25.1836477, 55.2775439 25.1836424, 55.2775519 25.183798, 55.2776466 25.183794, 55.2776493 25.1838455, 55.2779146 25.1838342, 55.2779169 25.1838791, 55.2780309 25.1838743, 55.2780105 25.1834815, 55.2778785 25.1834871, 55.2778801 25.1835198, 55.277606 25.1835314, 55.2776078 25.1835664, 55.2775392 25.1835693, 55.2775394 25.1835725, 55.2774157 25.1835777, 55.2774193 25.1836477))",POINT (55.277785965211635 25.183676251440936),,1
,2260,1131529615,,yes,,,,"POLYGON ((55.2648293 25.1779111, 55.2649439 25.177826, 55.2648741 25.177749, 55.2647595 25.1778342, 55.2648293 25.1779111))",POINT (55.26485170466352 25.177830066459293),,1
,2261,1131529616,,yes,,,,"POLYGON ((55.2626404 25.1779776, 55.2626739 25.1780219, 55.2627763 25.1779585, 55.2627427 25.1779142, 55.2626404 25.1779776))",POINT (55.26270833497729 25.177968047426546),,1
,2262,1131529618,,yes,,,,"POLYGON ((55.2613891 25.1794918, 55.2613563 25.1795308, 55.2614476 25.1795936, 55.2614804 25.1795545, 55.2613891 25.1794918))",POINT (55.26141836075828 25.179542685387894),,1
,2263,1131529620,,yes,,,,"POLYGON ((55.2614346 25.1797097, 55.2614325 25.1797632, 55.2615169 25.179766, 55.261519 25.1797125, 55.2614346 25.1797097))",POINT (55.261475749999995 25.179737850000002),,1
,2264,1131529622,,yes,,,,"POLYGON ((55.2629855 25.177857, 55.2630083 25.1778881, 55.2630539 25.1778606, 55.2630311 25.1778296, 55.2629855 25.177857))",POINT (55.26301969363484 25.177858832998318),,1
,2265,1131529624,,yes,,,,"POLYGON ((55.2623936 25.1782011, 55.2624811 25.1783153, 55.2626423 25.1782142, 55.2625548 25.1781, 55.2623936 25.1782011))",POINT (55.262517949999996 25.178207649999997),,1
,2266,1131529626,,yes,,,,"POLYGON ((55.2621056 25.1784747, 55.2621459 25.1785268, 55.262354 25.1783948, 55.2623137 25.1783428, 55.2621056 25.1784747))",POINT (55.262229778491424 25.178434790251746),,1
,2267,1131529628,,yes,,,,"POLYGON ((55.2651385 25.1775775, 55.2651929 25.1776481, 55.2652763 25.1775954, 55.2652219 25.1775249, 55.2651385 25.1775775))",POINT (55.26520739619324 25.17758648283884),,1
,2268,1131529629,,yes,,,,"POLYGON ((55.2649822 25.1779833, 55.2650084 25.1780173, 55.2650459 25.1779936, 55.2650197 25.1779597, 55.2649822 25.1779833))",POINT (55.26501404683084 25.177988482820894),,1
,2269,1131529630,,yes,,,,"POLYGON ((55.2644851 25.1781871, 55.2645769 25.1783056, 55.2649321 25.1780803, 55.2648403 25.1779618, 55.2644851 25.1781871))",POINT (55.2647086 25.178133700000004),,1
,2270,1131529631,,yes,,,,"POLYGON ((55.2637462 25.17871, 55.2638041 25.178786, 55.2640353 25.1786417, 55.2639774 25.1785657, 55.2637462 25.17871))",POINT (55.26389075 25.178675849999998),,1
,2271,1131529632,,yes,,,,"POLYGON ((55.2632512 25.1790348, 55.26331 25.179109, 55.2637655 25.1788137, 55.2637067 25.1787395, 55.2632512 25.1790348))",POINT (55.26350835 25.178924250000005),,1
,2272,1131529633,,yes,,,,"POLYGON ((55.2630765 25.179148, 55.2631326 25.1792205, 55.2633016 25.1791134, 55.2632455 25.179041, 55.2630765 25.179148))",POINT (55.26318903839525 25.179130735117095),,1
,2273,1131556246,,yes,,,,"POLYGON ((55.2665211 25.20164, 55.2666492 25.20164, 55.2666492 25.2015915, 55.2665211 25.2015915, 55.2665211 25.20164))",POINT (55.26658515 25.201615750000002),,1
,2274,1131556249,,yes,,,,"POLYGON ((55.2663599 25.201333, 55.2663925 25.2013765, 55.2664103 25.2013655, 55.2663776 25.2013221, 55.2663599 25.201333))",POINT (55.26638509245259 25.201349299961162),,1
,2275,1132678825,,yes,,,,"POLYGON ((55.2783321 25.1871678, 55.2783807 25.1872029, 55.2784118 25.1871675, 55.2783949 25.1871553, 55.2783632 25.1871324, 55.2783321 25.1871678))",POINT (55.27837194913502 25.18716765076416),,1
,2276,1132711282,,yes,,,,"POLYGON ((55.275642 25.1814083, 55.2757845 25.1813636, 55.2756678 25.181059, 55.2755253 25.1811036, 55.275642 25.1814083))",POINT (55.27565489885387 25.18123363218368),,1
,2277,1132711284,,yes,,,,"POLYGON ((55.2754153 25.1807632, 55.2755146 25.1807177, 55.2754953 25.1806833, 55.2753961 25.1807288, 55.2754153 25.1807632))",POINT (55.27545533505825 25.180723248277243),,1
,2278,1132711286,,yes,,,,"POLYGON ((55.2750445 25.180796, 55.2751131 25.1807323, 55.2749562 25.1805939, 55.2748876 25.1806576, 55.2750445 25.180796))",POINT (55.275000350000006 25.18069495),,1
,2279,1132711287,,yes,,,,"POLYGON ((55.2744269 25.1803239, 55.2745154 25.1802644, 55.2744587 25.1801952, 55.2743702 25.1802547, 55.2744269 25.1803239))",POINT (55.274442799999996 25.180259550000002),,1
,2280,1133423886,,yes,,,,"POLYGON ((55.2583332 25.1726393, 55.2583754 25.1726072, 55.2583475 25.1725772, 55.258324 25.1725951, 55.2583373 25.1726094, 55.2583187 25.1726236, 55.2583332 25.1726393))",POINT (55.25834547188429 25.172607945635466),,1
,2281,1133423888,,yes,,,,"POLYGON ((55.2583606 25.172286, 55.2583969 25.1723265, 55.2584341 25.1722991, 55.2583978 25.1722586, 55.2583606 25.172286))",POINT (55.25839735 25.17229255),,1
,2282,1134411857,,yes,,,,"POLYGON ((55.2811638 25.172633, 55.2813162 25.172694, 55.2812937 25.1727402, 55.2814421 25.1727996, 55.281523 25.172634, 55.2812222 25.1725135, 55.2811638 25.172633))",POINT (55.28134912546028 25.17265162503028),,1
,2283,1134411859,,yes,,,,"POLYGON ((55.2816153 25.1720073, 55.2816577 25.1720829, 55.2817141 25.172057, 55.2817554 25.1721308, 55.2816549 25.1721768, 55.2817327 25.1723159, 55.281918 25.1722309, 55.2817566 25.1719426, 55.2816153 25.1720073))",POINT (55.28176524374815 25.17213712907721),,1
,2284,1134411861,,yes,,,,"POLYGON ((55.2810775 25.1740606, 55.2813242 25.1740624, 55.2813257 25.1738992, 55.2810789 25.1738974, 55.2810775 25.1740606))",POINT (55.281201575140884 25.17397989448938),,1
,2285,1134411862,,yes,,,,"POLYGON ((55.2810738 25.1738381, 55.2813128 25.1738407, 55.281315 25.1736761, 55.281076 25.1736734, 55.2810738 25.1738381))",POINT (55.28119438790644 25.173757074789197),,1
,2286,1134411863,,yes,,,,"POLYGON ((55.2810424 25.1736056, 55.2812798 25.1736166, 55.2812904 25.1734289, 55.2810966 25.17342, 55.2810891 25.1735529, 55.2810455 25.1735509, 55.2810424 25.1736056))",POINT (55.28118067130039 25.173522033731867),,1
,2287,1134414550,,yes,,,,"POLYGON ((55.2815945 25.1747505, 55.2818085 25.1747634, 55.2818123 25.1747127, 55.2817892 25.1747113, 55.2817948 25.1746359, 55.2815915 25.1746236, 55.2815885 25.1746641, 55.2816191 25.1746659, 55.2816148 25.1747249, 55.2815965 25.1747238, 55.2815945 25.1747505))",POINT (55.28170138527098 25.174694215879594),,1
,2288,1134414554,,yes,,,,"POLYGON ((55.2812282 25.1752436, 55.2812873 25.1752802, 55.2812662 25.1753082, 55.2813407 25.1753543, 55.2814595 25.1751973, 55.2813768 25.175146, 55.2813994 25.1751161, 55.2813686 25.1750971, 55.2813489 25.1751232, 55.2813287 25.1751108, 55.2812282 25.1752436))",POINT (55.28134208254373 25.175225506810264),,1
,2289,1134414556,,yes,,,,"POLYGON ((55.2810961 25.1747764, 55.2813281 25.1747792, 55.2813287 25.1747374, 55.28128 25.1747368, 55.2812808 25.174683, 55.2813037 25.1746832, 55.2813042 25.1746486, 55.281098 25.174646, 55.2810961 25.1747764))",POINT (55.281200558729104 25.174714427731395),,1
,2290,1134418202,,yes,,,,"POLYGON ((55.2820689 25.1724903, 55.2820103 25.1726732, 55.2820796 25.1726914, 55.2820711 25.1727178, 55.2821395 25.1727357, 55.2822066 25.1725264, 55.2820689 25.1724903))",POINT (55.28210851410048 25.172607411686283),,1
,2291,1134418204,,yes,,,,"POLYGON ((55.2816973 25.1730994, 55.2818557 25.173157, 55.2818791 25.1731044, 55.2819123 25.1731165, 55.2819543 25.173022, 55.2817542 25.1729493, 55.2817274 25.1730096, 55.2817383 25.1730135, 55.2817229 25.173048, 55.2816891 25.1730357, 55.2816731 25.1730719, 55.2817044 25.1730833, 55.2816973 25.1730994))",POINT (55.28181574872964 25.17305456132987),,1
,2292,1134418205,,yes,,,,"POLYGON ((55.2816529 25.1732053, 55.2816495 25.1732527, 55.2816153 25.1732507, 55.2816093 25.1733347, 55.2817437 25.1733424, 55.2817497 25.1732577, 55.2818253 25.173262, 55.2818191 25.1733498, 55.2818935 25.1733541, 55.2819031 25.1732198, 55.2816529 25.1732053))",POINT (55.28175750269742 25.173275048005422),,1
,2293,1134418207,,yes,,,,"POLYGON ((55.2816598 25.1740384, 55.2818658 25.1740386, 55.2818659 25.1739602, 55.2818454 25.1739601, 55.2818455 25.1738871, 55.2816605 25.1738869, 55.2816605 25.173911, 55.2816264 25.173911, 55.2816264 25.1739498, 55.2816599 25.1739498, 55.2816598 25.1740384))",POINT (55.2817534260732 25.17396331254068),,1
,2294,1134418209,,yes,,,,"POLYGON ((55.281649 25.1743978, 55.2818844 25.1743985, 55.2818846 25.1743404, 55.2818587 25.1743403, 55.2818589 25.1742723, 55.2816735 25.1742717, 55.2816733 25.1743452, 55.2816492 25.1743452, 55.281649 25.1743978))",POINT (55.28176699408682 25.174338815899112),,1
,2295,1134420177,,yes,,,,"POLYGON ((55.2822538 25.1733642, 55.2824051 25.1734866, 55.2825145 25.1733759, 55.2823816 25.1732683, 55.2823062 25.1733447, 55.2822878 25.1733298, 55.2822538 25.1733642))",POINT (55.28238868024847 25.173376519047256),,1
,2296,1134420180,,yes,,,,"POLYGON ((55.2822512 25.1738847, 55.2822449 25.1737334, 55.2820784 25.1737391, 55.2820809 25.173799, 55.2820595 25.1737997, 55.2820614 25.1738463, 55.282041 25.173847, 55.2820429 25.1738918, 55.2822512 25.1738847))",POINT (55.28215466689212 25.173816068021605),,1
,2297,1134420182,,yes,,,,"POLYGON ((55.2821125 25.1743276, 55.2823261 25.174294, 55.2823178 25.1742508, 55.2822892 25.1742553, 55.2822811 25.174213, 55.2823128 25.174208, 55.2823021 25.1741526, 55.2821289 25.1741799, 55.2821408 25.1742421, 55.2821203 25.1742453, 55.2821275 25.1742831, 55.2821046 25.1742867, 55.2821125 25.1743276))",POINT (55.28221498427046 25.174242237512377),,1
,2298,1134420184,,yes,,,,"POLYGON ((55.2823726 25.1728311, 55.2823995 25.1728375, 55.2824117 25.1727953, 55.2823849 25.1727889, 55.2823726 25.1728311))",POINT (55.28239217026202 25.172813211968105),,1
,2299,1134421820,,yes,,,,"POLYGON ((55.2824154 25.1750464, 55.2825478 25.1751706, 55.2826088 25.1751173, 55.2826256 25.175133, 55.2826723 25.1750921, 55.2825126 25.1749425, 55.2824717 25.1749782, 55.2824821 25.1749881, 55.2824154 25.1750464))",POINT (55.28253973062688 25.175060968548152),,1
,2300,1134421822,,yes,,,,"POLYGON ((55.2822128 25.175127, 55.2823175 25.1752942, 55.2824421 25.1752303, 55.2823207 25.1750365, 55.282284 25.1750553, 55.2823103 25.1750973, 55.2822542 25.1751261, 55.2822446 25.1751107, 55.2822128 25.175127))",POINT (55.28232872341448 25.17517616044223),,1
,2301,1134421826,,yes,,,,"POLYGON ((55.282684 25.1736538, 55.2828247 25.1738599, 55.2828658 25.173837, 55.2828566 25.1738235, 55.282949 25.1737718, 55.2829177 25.1737259, 55.2828431 25.1737676, 55.2828097 25.1737187, 55.2828602 25.1736905, 55.2828414 25.1736629, 55.2828673 25.1736484, 55.2828094 25.1735636, 55.2827292 25.1736084, 55.2827392 25.173623, 55.282684 25.1736538))",POINT (55.282806388530155 25.1737090676271),,1
,2302,1134421830,,yes,,,,"POLYGON ((55.2829047 25.1743394, 55.2829369 25.1743394, 55.2829369 25.174303, 55.2829047 25.174303, 55.2829047 25.1743394))",POINT (55.28292079999999 25.174321199999998),,1
,2303,1134421831,,yes,,,,"POLYGON ((55.2831779 25.1735546, 55.2832383 25.1735525, 55.2832394 25.1735785, 55.2832671 25.1735775, 55.2832641 25.1735084, 55.283176 25.1735115, 55.2831779 25.1735546))",POINT (55.28322604547242 25.17353684281639),,1
,2304,1134421832,,yes,,,,"POLYGON ((55.2830803 25.1737585, 55.2831534 25.1737546, 55.2831559 25.1737927, 55.2832408 25.1737882, 55.2832268 25.1735741, 55.2831686 25.1735773, 55.2831697 25.1735947, 55.2831311 25.1735967, 55.2831284 25.1735555, 55.2830855 25.1735578, 55.2830881 25.1735973, 55.2830698 25.1735983, 55.2830803 25.1737585))",POINT (55.28315734853498 25.173676466332182),,1
,2305,1134424506,,yes,,,,"POLYGON ((55.2822041 25.1727934, 55.2822554 25.1728076, 55.2822632 25.1727845, 55.2822119 25.1727703, 55.2822041 25.1727934))",POINT (55.282233649999995 25.172788949999997),,1
,2306,1134424508,,yes,,,,"POLYGON ((55.2828799 25.1745698, 55.2829351 25.1745937, 55.2829679 25.1745318, 55.2829128 25.1745079, 55.2828799 25.1745698))",POINT (55.28292391834846 25.17455080647074),,1
,2307,1134424510,,yes,,,,"POLYGON ((55.2826716 25.1747239, 55.2828647 25.1748207, 55.2829137 25.1747406, 55.2828732 25.1747204, 55.2829077 25.174664, 55.2827541 25.1745871, 55.2827407 25.174609, 55.2827112 25.1745942, 55.2826854 25.1746364, 55.2827299 25.1746586, 55.2827041 25.1747008, 55.28269 25.1746938, 55.2826716 25.1747239))",POINT (55.282797951060864 25.17470065408325),,1
,2308,1134424511,,yes,,,,"POLYGON ((55.2825494 25.1749109, 55.2827062 25.1750637, 55.2827556 25.1750222, 55.2827408 25.1750078, 55.2827955 25.1749619, 55.282665 25.1748347, 55.282608 25.1748826, 55.2825965 25.1748714, 55.2825494 25.1749109))",POINT (55.282676806176866 25.174944961088894),,1
,2309,1134483522,,yes,,,,"POLYGON ((55.274115 25.1829446, 55.2740488 25.1826629, 55.2742408 25.1825731, 55.2744659 25.1828107, 55.2743335 25.1828807, 55.2743666 25.1829306, 55.2742849 25.1829785, 55.2742518 25.1829146, 55.274115 25.1829446))",POINT (55.27423374591887 25.18277539174827),,1
,2310,1134483524,,yes,,,,"POLYGON ((55.2764416 25.1839231, 55.2764953 25.1840144, 55.2765871 25.1839703, 55.2765334 25.1838789, 55.2764416 25.1839231))",POINT (55.276514354294605 25.183946668059836),,1
,2311,1134703045,,yes,,,,"POLYGON ((55.2803923 25.1759719, 55.2803432 25.1759714, 55.2803439 25.1759225, 55.2805822 25.1759254, 55.2805802 25.1760641, 55.2803712 25.1760617, 55.2803716 25.1760315, 55.2803914 25.1760318, 55.2803923 25.1759719))",POINT (55.28047471481459 25.175990911431466),,1
,2312,1134703048,,yes,,,,"POLYGON ((55.2799861 25.1764894, 55.2800714 25.1766979, 55.2802053 25.176653, 55.2801269 25.1764614, 55.2800915 25.1764732, 55.2801024 25.1764999, 55.2800459 25.1765188, 55.2800281 25.1764753, 55.2799861 25.1764894))",POINT (55.280098464152076 25.176582163901667),,1
,2313,1134703050,,yes,,,,"POLYGON ((55.2797726 25.1767236, 55.2798578 25.1767244, 55.2798581 25.1766973, 55.2799182 25.1766979, 55.2799184 25.1766778, 55.2799351 25.176678, 55.2799365 25.1765633, 55.2799177 25.1765631, 55.2799183 25.1765097, 55.2797752 25.1765083, 55.2797726 25.1767236))",POINT (55.27984904183256 25.176612285361067),,1
,2314,1134703054,,yes,,,,"POLYGON ((55.2793283 25.1766994, 55.2793936 25.1767085, 55.2793978 25.1766838, 55.279473 25.1766943, 55.2795016 25.1765257, 55.2794227 25.1765147, 55.2794277 25.1764851, 55.2793662 25.1764766, 55.2793283 25.1766994))",POINT (55.279412339511694 25.176598635298795),,1
,2315,1134717041,,yes,,,,"POLYGON ((55.2788156 25.1747823, 55.278825 25.1746522, 55.279055 25.1746659, 55.2790509 25.1747224, 55.2790175 25.1747204, 55.2790122 25.174794, 55.2788156 25.1747823))",POINT (55.278926678492624 25.174721044489715),,1
,2316,1134717044,,yes,,,,"POLYGON ((55.2787819 25.1751606, 55.2789746 25.1751692, 55.2789792 25.1750851, 55.2790254 25.1750871, 55.2790282 25.1750351, 55.2787893 25.1750245, 55.2787819 25.1751606))",POINT (55.27889217990791 25.17509375346158),,1
,2317,1134717046,,yes,,,,"POLYGON ((55.2789346 25.1756837, 55.2789954 25.1756865, 55.2789982 25.1756371, 55.2789374 25.1756342, 55.2789346 25.1756837))",POINT (55.278966389802754 25.175660374138236),,1
,2318,1134717049,,yes,,,,"POLYGON ((55.279647 25.1761957, 55.2797253 25.1761951, 55.279725 25.1761605, 55.2797864 25.17616, 55.2797846 25.1759778, 55.2796449 25.1759789, 55.279647 25.1761957))",POINT (55.27971278901841 25.176079909446678),,1
,2319,1134717051,,yes,,,,"POLYGON ((55.2794075 25.176174, 55.2794673 25.1761757, 55.2794667 25.1761926, 55.2795081 25.1761937, 55.2795073 25.1762164, 55.2795701 25.1762181, 55.2795773 25.1760024, 55.2794818 25.1759998, 55.2794826 25.1759744, 55.2794143 25.1759726, 55.2794075 25.176174))",POINT (55.27949349795497 25.176093026835005),,1
